average,label,anomaly
19.314492180509674,label_5,anomaly
19.617523800384504,label_5,anomaly
17.86829917929254,label_2,anomaly
17.794538564758017,label_4,anomaly
18.08906841657441,label_5,anomaly
19.331658689000808,label_4,anomaly
19.708950929825562,label_5,anomaly
19.840202426002413,label_5,anomaly
18.450545337191127,label_4,anomaly
18.98239091275706,label_5,anomaly
19.514507506982596,label_4,anomaly
18.1218555521621,label_4,anomaly
20.191588904788745,label_5,anomaly
20.75446725448679,label_4,anomaly
19.033712451124746,label_5,anomaly
18.57677233140556,label_2,anomaly
18.362212018290673,label_5,anomaly
17.630520583313245,label_2,anomaly
17.46126872304673,label_4,anomaly
19.020229251033555,label_5,anomaly
19.34422752728332,label_4,anomaly
17.262587071513607,label_10,anomaly
18.31891289129175,label_10,anomaly
20.297215503349896,label_10,anomaly
20.237306849251336,label_10,anomaly
17.77754490624159,label_10,anomaly
18.342967653588598,label_2,anomaly
17.87240014063849,label_10,anomaly
19.68383932317227,label_10,anomaly
17.22412503943649,label_10,anomaly
18.465082133234887,label_10,anomaly
18.32189955076275,label_10,anomaly
19.093915417842446,label_10,anomaly
20.789414931264275,label_10,anomaly
21.096765257984302,label_10,anomaly
18.322117121318428,label_10,anomaly
18.77544040174076,label_10,anomaly
19.4593002711915,label_4,anomaly
22.587346497367484,label_2,anomaly
20.16141992626305,label_4,anomaly
20.70508681676876,label_2,anomaly
22.425673758205594,label_4,anomaly
20.959813818890417,label_10,anomaly
18.99944472829172,label_4,anomaly
21.544865466876978,label_2,anomaly
23.912464222514185,label_4,anomaly
19.23361936438994,label_4,anomaly
19.24407340867702,label_2,anomaly
19.171868004312373,label_4,anomaly
19.953151930169966,label_2,anomaly
18.672533950042382,label_4,anomaly
18.3887513876926,label_2,anomaly
21.405370801030394,label_4,anomaly
19.806538397652687,label_2,anomaly
21.6759530697781,label_4,anomaly
21.425238518339267,label_2,anomaly
19.2050141913114,label_4,anomaly
19.186385767066135,label_2,anomaly
18.441344294749822,label_4,anomaly
19.241696874731822,label_2,anomaly
18.361597839011676,label_4,anomaly
18.393593976675643,label_2,anomaly
17.715629995033407,label_4,anomaly
18.77915684161434,label_2,anomaly
18.19378562311691,label_4,anomaly
19.162561112882035,label_10,anomaly
20.42408618535315,label_10,anomaly
19.38319476838128,label_1,anomaly
19.613330411187214,label_4,anomaly
19.27028340094332,label_2,anomaly
21.770114936209094,label_4,anomaly
21.532737504253376,label_2,anomaly
22.202482622192363,label_4,anomaly
21.13377766762773,label_2,anomaly
22.17058527691648,label_11,anomaly
21.621334762704187,label_1,anomaly
22.017693089511056,label_4,anomaly
22.084448370244033,label_5,anomaly
21.46411607182833,label_4,anomaly
22.321117434261627,label_4,anomaly
20.41258407409731,label_11,anomaly
19.606285774779604,label_5,anomaly
21.2202438192407,label_4,anomaly
21.153893319443682,label_5,anomaly
21.353929786426658,label_4,anomaly
19.862592158045587,label_5,anomaly
19.625862389068008,label_4,anomaly
20.81555056532277,label_4,anomaly
19.468427891886623,label_5,anomaly
19.576652175253255,label_4,anomaly
19.151392964450153,label_2,anomaly
18.970390446472425,label_4,anomaly
21.012203254364206,label_11,anomaly
17.292253273002643,label_1,anomaly
19.894490286374236,label_4,anomaly
17.918634765311406,label_1,anomaly
19.63417681290709,label_4,anomaly
18.219258420315004,label_4,anomaly
22.68122710541557,label_4,anomaly
20.008109482466818,label_2,anomaly
19.897656118317535,label_4,anomaly
20.338253363882068,label_2,anomaly
22.437380195713903,label_4,anomaly
20.898130356152645,label_2,anomaly
19.87163463823804,label_4,anomaly
18.018754842453184,label_4,anomaly
17.858863636364088,label_2,anomaly
19.545801317672126,label_11,anomaly
17.825134333137303,label_7,anomaly
18.075802669202883,label_11,anomaly
18.075802669202883,label_7,anomaly
19.03397217446815,label_10,anomaly
17.10540299403508,label_7,anomaly
17.887217722115455,label_7,anomaly
19.127575449052152,label_10,anomaly
19.184480326985614,label_10,anomaly
17.79939972993414,label_7,anomaly
17.61470350164869,label_5,anomaly
22.118013964194425,label_4,anomaly
20.13095017970839,label_1,anomaly
23.16897063615292,label_4,anomaly
17.777555913040448,label_5,anomaly
16.68194561652821,label_2,anomaly
19.13125357875596,label_4,anomaly
18.791445599845698,label_4,anomaly
17.815002349489323,label_5,anomaly
19.55669351936799,label_5,anomaly
19.823312915052618,label_1,anomaly
19.028696626669877,label_4,anomaly
24.83382914220157,label_1,anomaly
19.743986037448547,label_4,anomaly
17.417952567310618,label_2,anomaly
17.8088843101474,label_4,anomaly
16.809733092021144,label_1,anomaly
21.033188557215034,label_4,anomaly
18.298250512506662,label_4,anomaly
19.733847198667835,label_2,anomaly
17.487620014517024,label_5,anomaly
17.58028284110139,label_4,anomaly
17.853114644757635,label_2,anomaly
18.653684254085174,label_4,anomaly
18.144856706021084,label_5,anomaly
20.31673862369912,label_4,anomaly
17.213065327288096,label_4,anomaly
17.737673463672074,label_2,anomaly
17.646582534536893,label_4,anomaly
17.67157259485778,label_5,anomaly
19.45216966025736,label_4,anomaly
24.579484522672608,label_4,anomaly
18.71204437016666,label_5,anomaly
18.541587218416044,label_4,anomaly
18.178459029161665,label_5,anomaly
19.97137946871117,label_4,anomaly
18.171942744740413,label_4,anomaly
18.127379855450684,label_2,anomaly
17.05712192125042,label_4,anomaly
18.07084951340085,label_5,anomaly
18.15174495616758,label_4,anomaly
18.700115020043,label_5,anomaly
18.94888878275768,label_4,anomaly
17.989408759896886,label_2,anomaly
22.413544945172795,label_1,anomaly
21.385722452314027,label_5,anomaly
18.161412622175476,label_5,anomaly
18.34436801933932,label_5,anomaly
19.26618213099807,label_4,anomaly
19.395145663713727,label_4,anomaly
18.283835946334,label_2,anomaly
17.479229855378584,label_4,anomaly
18.665287460440307,label_1,anomaly
19.178803614837182,label_4,anomaly
18.872693387018046,label_1,anomaly
23.848790284568462,label_4,anomaly
23.84950871582625,label_2,anomaly
17.635546115200757,label_4,anomaly
17.808637788269532,label_2,anomaly
18.21847548651785,label_4,anomaly
18.668066141939324,label_2,anomaly
19.81370990344168,label_4,anomaly
18.65683196262174,label_1,anomaly
19.288614824440238,label_4,anomaly
18.094761395290007,label_4,anomaly
18.65183948745611,label_2,anomaly
18.35376120028972,label_4,anomaly
18.81104120277152,label_2,anomaly
21.01087840204016,label_1,anomaly
18.62800318505391,label_2,anomaly
18.495775507159312,label_4,anomaly
20.28046794045999,label_4,anomaly
19.263797438024206,label_2,anomaly
19.225840013843435,label_4,anomaly
19.177143357646123,label_1,anomaly
19.438236770110503,label_4,anomaly
19.868649365868947,label_1,anomaly
20.104079005474624,label_4,anomaly
18.45294391793176,label_2,anomaly
20.13772171977714,label_4,anomaly
19.928678532263504,label_2,anomaly
19.05816169651076,label_4,anomaly
19.052762470253,label_2,anomaly
19.01239300669765,label_4,anomaly
18.58339599728929,label_2,anomaly
17.938293138997974,label_4,anomaly
17.689923637804636,label_2,anomaly
18.149019520738324,label_4,anomaly
18.076718414134042,label_2,anomaly
19.766027707287154,label_4,anomaly
20.943057326416415,label_4,anomaly
20.573478432352427,label_2,anomaly
20.47199206189999,label_4,anomaly
22.126635674745593,label_5,anomaly
22.91108035782195,label_4,anomaly
20.281355966466062,label_5,anomaly
20.528106537777827,label_4,anomaly
20.22155797691575,label_5,anomaly
22.13455349490923,label_4,anomaly
19.390402009141898,label_2,anomaly
